1.876688,3.377068,2.350795
0.7575135,3.143562,-0.6492058
-1.24489,2.762401,-0.1492048
1.628013,3.37574,-2.649206
-1.24489,2.762401,-0.6492058
1.628013,2.503299,-1.649206
-1.864064,3.377068,-3.149206
1.876688,1.762401,-0.1492048
0.7575135,3.762084,-2.149206
1.257514,2.879594,-1.149206
-2.11726,1.379594,-1.149206
-0.7448897,3.38446,0.8507951
-1.61539,3.877068,2.350795
1.876688,2.87574,-2.649206
2.129883,1.503299,-1.649206
-1.24489,3.87574,-2.649206
0.2575135,3.386349,0.3507951
2.383079,1.380923,-2.149206
-0.2448897,3.269155,-0.6492058
-1.24489,2.879594,-1.149206
2.627232,1.37574,1.850795
0.2575135,4.883822,-3.149206
-1.24489,4.377068,2.350795
2.129883,2.37574,1.850795
-1.61539,3.37574,1.850795
2.129883,1.503299,0.8507952
2.129883,1.379594,-1.149206
1.876688,1.762401,-0.6492057
-2.11726,1.880923,1.350795
-2.11726,2.877068,-3.149206
1.628013,2.262401,-0.6492058
2.627232,0.3795943,-1.149206
1.257514,4.377068,-3.149206
-1.864064,2.003299,-1.649206
-1.24489,3.380923,-2.149206
-2.614609,0.3795943,-1.149206
2.129883,2.877068,-3.149206
2.627232,0.5032989,0.8507953
-2.614609,0.3795945,0.3507952
2.383079,1.87574,-2.649206
-1.24489,4.377068,-3.149206
0.2575135,3.887677,1.350795
-2.370456,2.377068,2.350795
-0.7448897,4.758229,2.350795
2.383079,0.8795944,0.3507952
-1.864064,2.87574,-2.649206
-1.61539,2.503299,-1.649206
-1.24489,3.003299,0.8507951
-0.7448897,3.260756,0.3507951
-2.370456,1.87574,-2.649206
-0.2448897,3.386349,-1.149206
-0.2448897,4.883822,-3.149206
-1.61539,2.262401,-0.6492058
-2.11726,1.503299,0.8507952
-1.864064,1.762401,-0.1492048
-0.7448897,4.256901,-2.649206
2.383079,1.380923,1.350795
-0.2448897,3.269155,-0.1492049
-2.11726,1.262401,-0.6492057
1.257514,2.762401,-0.1492048
-0.7448897,3.143562,-0.1492049
-1.864064,2.003299,0.8507952
2.627232,1.37574,-2.649206
2.383079,1.87574,1.850795
-0.7448897,3.38446,-1.649206
-2.614609,0.2624006,-0.6492057
-1.24489,3.003299,-1.649206
1.628013,3.877068,2.350795
2.383079,2.377068,2.350795
-2.370456,0.7624007,-0.6492057
2.129883,2.37574,-2.649206
-2.370456,2.377068,-3.149206
1.257514,3.380923,-2.149206
2.383079,0.7624007,-0.6492057
-1.61539,2.262401,-0.1492048
-1.24489,3.87574,1.850795
-2.614609,0.5032989,0.8507953
1.876688,2.380923,1.350795
-1.864064,1.762401,-0.6492057
-1.61539,2.379594,0.3507952
0.2575135,4.883822,2.350795
-0.2448897,3.386349,0.3507951
2.627232,1.877068,2.350795
-1.24489,2.879594,0.3507951
0.7575135,4.256901,-2.649206
1.628013,2.379594,-1.149206
2.627232,0.2624007,-0.1492047
-0.2448897,3.887677,1.350795
0.7575135,3.38446,0.8507951
-2.370456,1.87574,1.850795
1.628013,3.37574,1.850795
-1.61539,2.379594,-1.149206
1.628013,2.503299,0.8507951
0.7575135,3.762084,1.350795
1.257514,3.003299,-1.649206
1.628013,2.880923,-2.149206
-2.370456,0.8795944,0.3507952
0.2575135,4.382494,-2.649206
1.257514,3.87574,1.850795
1.257514,2.879594,0.3507951
-2.614609,1.877068,-3.149206
-1.61539,3.37574,-2.649206
2.129883,2.877068,2.350795
-2.370456,1.003299,-1.649206
-2.11726,1.262401,-0.1492048
1.876688,2.003299,-1.649206
-2.614609,1.37574,1.850795
1.257514,3.87574,-2.649206
-2.11726,2.37574,1.850795
0.7575135,3.260756,-1.149206
-0.2448897,4.382494,1.850795
-1.864064,2.380923,1.350795
2.627232,0.8809227,1.350795
-1.864064,1.879595,-1.149206
-1.61539,2.503299,0.8507951
-2.11726,1.503299,-1.649206
-1.61539,3.877068,-3.149206
0.2575135,3.887677,-2.149206
-2.614609,0.2624007,-0.1492047
2.383079,1.003299,0.8507952
-0.2448897,3.887677,-2.149206
-2.614609,0.5032987,-1.649206
0.2575135,3.510053,-1.649206
-1.864064,2.87574,1.850795
2.129883,1.880922,-2.149206
-2.614609,1.37574,-2.649206
1.257514,3.380923,1.350795
1.876688,2.380923,-2.149206
1.628013,2.379594,0.3507952
2.383079,2.377068,-3.149206
-0.7448897,3.762084,1.350795
1.628013,2.880923,1.350795
1.876688,2.003299,0.8507952
1.257514,3.003299,0.8507951
-1.864064,3.377068,2.350795
-2.370456,1.380923,-2.149206
2.383079,0.7624007,-0.1492047
2.383079,1.003299,-1.649206
1.257514,2.762401,-0.6492058
-2.370456,1.003299,0.8507952
-0.7448897,3.260756,-1.149206
-0.7448897,4.758229,-3.149206
2.627232,0.2624006,-0.6492057
-2.11726,2.37574,-2.649206
2.627232,1.877068,-3.149206
2.383079,0.8795944,-1.149206
2.627232,0.5032987,-1.649206
1.876688,3.377068,-3.149206
-2.11726,1.880922,-2.149206
-0.2448897,3.510053,-1.649206
2.129883,1.880923,1.350795
-0.7448897,3.762084,-2.149206
-2.370456,1.380923,1.350795
-2.370456,0.8795944,-1.149206
-2.614609,0.8809227,1.350795
1.257514,4.377068,2.350795
1.628013,2.262401,-0.1492048
-2.614609,1.877068,2.350795
0.2575135,4.382494,1.850795
0.7575135,4.758229,2.350795
0.7575135,4.256901,1.850795
-0.2448897,3.510053,0.8507951
-2.614609,0.8809226,-2.149206
2.627232,0.8809226,-2.149206
2.129883,1.379594,0.3507952
-1.61539,2.880923,-2.149206
-1.24489,3.380923,1.350795
-2.11726,2.877068,2.350795
-1.864064,1.879595,0.3507952
0.2575135,3.269155,-0.6492058
-1.864064,2.380923,-2.149206
0.2575135,3.269155,-0.1492049
1.628013,3.877068,-3.149206
-2.370456,0.7624007,-0.1492047
-0.2448897,4.382494,-2.649206
0.7575135,3.143562,-0.1492049
2.627232,0.3795945,0.3507952
2.129883,1.262401,-0.6492057
0.2575135,3.386349,-1.149206
0.7575135,3.260756,0.3507951
-0.7448897,4.256901,1.850795
1.876688,2.87574,1.850795
-2.11726,1.379594,0.3507952
0.7575135,3.38446,-1.649206
0.2575135,3.510053,0.8507951
1.876688,1.879595,0.3507952
-1.61539,2.880923,1.350795
0.7575135,4.758229,-3.149206
2.129883,1.262401,-0.1492048
-0.7448897,3.143562,-0.6492058
1.876688,1.879595,-1.149206
-0.2448897,4.883822,2.350795
